Unnamed: 0,license,file_name,coco_url,height,width,date_captured,flickr_url,id,label
2,4,000000252219_person_4.jpg,http://images.cocodataset.org/val2017/000000252219.jpg,428,640,2013-11-14 22:32:02,http://farm4.staticflickr.com/3446/3232237447_13d84bd0a1_z.jpg,252219,walking_running
2,4,000000252219_person_2.jpg,http://images.cocodataset.org/val2017/000000252219.jpg,428,640,2013-11-14 22:32:02,http://farm4.staticflickr.com/3446/3232237447_13d84bd0a1_z.jpg,252219,walking_running
2,4,000000252219_person_1.jpg,http://images.cocodataset.org/val2017/000000252219.jpg,428,640,2013-11-14 22:32:02,http://farm4.staticflickr.com/3446/3232237447_13d84bd0a1_z.jpg,252219,walking_running
11,1,000000386912_person_0.jpg,http://images.cocodataset.org/val2017/000000386912.jpg,480,640,2013-11-15 16:38:19,http://farm5.staticflickr.com/4088/4980393979_fb7325e0b6_z.jpg,386912,sitting
27,3,000000308394_person_0.jpg,http://images.cocodataset.org/val2017/000000308394.jpg,428,640,2013-11-17 03:48:10,http://farm4.staticflickr.com/3152/2818802025_2a91e90799_z.jpg,308394,sitting
28,4,000000456496_person_0.jpg,http://images.cocodataset.org/val2017/000000456496.jpg,426,640,2013-11-17 03:50:41,http://farm4.staticflickr.com/3810/10095484263_8ff0024f65_z.jpg,456496,sitting
53,1,000000185250_person_1.jpg,http://images.cocodataset.org/val2017/000000185250.jpg,640,399,2013-11-18 10:07:10,http://farm8.staticflickr.com/7040/6810762896_6429b482b6_z.jpg,185250,standing
54,3,000000356427_person_1.jpg,http://images.cocodataset.org/val2017/000000356427.jpg,427,640,2013-11-18 12:00:34,http://farm4.staticflickr.com/3053/2634837936_186c01f72b_z.jpg,356427,standing
63,3,000000266409_person_2.jpg,http://images.cocodataset.org/val2017/000000266409.jpg,480,640,2013-11-19 20:30:17,http://farm9.staticflickr.com/8081/8331940980_ef74d48dff_z.jpg,266409,walking_running
80,6,000000515579_person_1.jpg,http://images.cocodataset.org/val2017/000000515579.jpg,332,500,2013-11-20 17:19:27,http://farm4.staticflickr.com/3199/2865434771_dca1c5e149_z.jpg,515579,walking_running
100,1,000000551215_person_1.jpg,http://images.cocodataset.org/val2017/000000551215.jpg,640,480,2013-11-21 05:24:30,http://farm5.staticflickr.com/4078/4757389954_595188042d_z.jpg,551215,walking_running
107,1,000000057597_person_3.jpg,http://images.cocodataset.org/val2017/000000057597.jpg,426,640,2013-11-22 02:36:28,http://farm7.staticflickr.com/6239/6258453198_b6ee9e6d6f_z.jpg,57597,walking_running
107,1,000000057597_person_6.jpg,http://images.cocodataset.org/val2017/000000057597.jpg,426,640,2013-11-22 02:36:28,http://farm7.staticflickr.com/6239/6258453198_b6ee9e6d6f_z.jpg,57597,walking_running
107,1,000000057597_person_7.jpg,http://images.cocodataset.org/val2017/000000057597.jpg,426,640,2013-11-22 02:36:28,http://farm7.staticflickr.com/6239/6258453198_b6ee9e6d6f_z.jpg,57597,walking_running
107,1,000000057597_person_19.jpg,http://images.cocodataset.org/val2017/000000057597.jpg,426,640,2013-11-22 02:36:28,http://farm7.staticflickr.com/6239/6258453198_b6ee9e6d6f_z.jpg,57597,walking_running
107,1,000000057597_person_11.jpg,http://images.cocodataset.org/val2017/000000057597.jpg,426,640,2013-11-22 02:36:28,http://farm7.staticflickr.com/6239/6258453198_b6ee9e6d6f_z.jpg,57597,walking_running
107,1,000000057597_person_26.jpg,http://images.cocodataset.org/val2017/000000057597.jpg,426,640,2013-11-22 02:36:28,http://farm7.staticflickr.com/6239/6258453198_b6ee9e6d6f_z.jpg,57597,walking_running
107,1,000000057597_person_18.jpg,http://images.cocodataset.org/val2017/000000057597.jpg,426,640,2013-11-22 02:36:28,http://farm7.staticflickr.com/6239/6258453198_b6ee9e6d6f_z.jpg,57597,walking_running
107,1,000000057597_person_22.jpg,http://images.cocodataset.org/val2017/000000057597.jpg,426,640,2013-11-22 02:36:28,http://farm7.staticflickr.com/6239/6258453198_b6ee9e6d6f_z.jpg,57597,walking_running
107,1,000000057597_person_13.jpg,http://images.cocodataset.org/val2017/000000057597.jpg,426,640,2013-11-22 02:36:28,http://farm7.staticflickr.com/6239/6258453198_b6ee9e6d6f_z.jpg,57597,walking_running
107,1,000000057597_person_16.jpg,http://images.cocodataset.org/val2017/000000057597.jpg,426,640,2013-11-22 02:36:28,http://farm7.staticflickr.com/6239/6258453198_b6ee9e6d6f_z.jpg,57597,walking_running
107,1,000000057597_person_17.jpg,http://images.cocodataset.org/val2017/000000057597.jpg,426,640,2013-11-22 02:36:28,http://farm7.staticflickr.com/6239/6258453198_b6ee9e6d6f_z.jpg,57597,walking_running
107,1,000000057597_person_14.jpg,http://images.cocodataset.org/val2017/000000057597.jpg,426,640,2013-11-22 02:36:28,http://farm7.staticflickr.com/6239/6258453198_b6ee9e6d6f_z.jpg,57597,walking_running
107,1,000000057597_person_24.jpg,http://images.cocodataset.org/val2017/000000057597.jpg,426,640,2013-11-22 02:36:28,http://farm7.staticflickr.com/6239/6258453198_b6ee9e6d6f_z.jpg,57597,walking_running
